location,latitud,longitud
Barrios Unidos,4.6888081,-74.0727781
Barrios Unidos,4.6886783,-74.0730185
Barrios Unidos,4.688567,-74.0731941
Barrios Unidos,4.6880526,-74.0739239
Barrios Unidos,4.6878084,-74.0742522
Barrios Unidos,4.686725,-74.0756283
Barrios Unidos,4.6857504,-74.0768698
Barrios Unidos,4.6855012,-74.077158
Barrios Unidos,4.6853091,-74.0774107
Barrios Unidos,4.6843878,-74.0785358
Barrios Unidos,4.6841112,-74.0788622
Barrios Unidos,4.6837833,-74.0792762
Barrios Unidos,4.6819867,-74.0814719
Barrios Unidos,4.6817538,-74.0817821
Barrios Unidos,4.6813916,-74.0822396
Barrios Unidos,4.6803226,-74.0835711
Barrios Unidos,4.6797401,-74.084296
Barrios Unidos,4.679362,-74.0846951
Barrios Unidos,4.6790372,-74.0850086
Barrios Unidos,4.6787792,-74.0852169
Barrios Unidos,4.6785116,-74.0853977
Barrios Unidos,4.6782945,-74.0855402
Barrios Unidos,4.6778945,-74.0857486
Barrios Unidos,4.6774176,-74.0860422
Barrios Unidos,4.6771441,-74.0862071
Barrios Unidos,4.6764351,-74.086619
Barrios Unidos,4.6757703,-74.086991
Barrios Unidos,4.6744865,-74.0877465
Barrios Unidos,4.6733815,-74.0883669
Barrios Unidos,4.6728866,-74.0886557
Barrios Unidos,4.6719858,-74.0891895
Barrios Unidos,4.6714798,-74.0895392
Barrios Unidos,4.6705805,-74.0901867
Barrios Unidos,4.669769,-74.0908288
Barrios Unidos,4.6693149,-74.0911752
Barrios Unidos,4.6690167,-74.091399
Barrios Unidos,4.6688917,-74.091529
Barrios Unidos,4.6685474,-74.0917912
Barrios Unidos,4.6679673,-74.0921839
Barrios Unidos,4.6676838,-74.0923926
Barrios Unidos,4.6671646,-74.0927223
Barrios Unidos,4.6662185,-74.0933105
Teusaquillo,4.6451756,-74.1104136
Teusaquillo,4.6406625,-74.1059634
Teusaquillo,4.6362589,-74.1016163
Teusaquillo,4.6353899,-74.1007827
Teusaquillo,4.6351867,-74.1005717
Teusaquillo,4.6293299,-74.0949101
Teusaquillo,4.6256895,-74.0913513
Teusaquillo,4.6255742,-74.0903538
Teusaquillo,4.6254591,-74.0894874
Teusaquillo,4.6253024,-74.0885131
Teusaquillo,4.6252797,-74.0883724
Teusaquillo,4.6251715,-74.0860909
Teusaquillo,4.6250969,-74.0849871
Teusaquillo,4.6250084,-74.084452
Teusaquillo,4.6248604,-74.0837477
Teusaquillo,4.624772,-74.0833494
Teusaquillo,4.6247285,-74.0831501
Teusaquillo,4.6245081,-74.0821171
Teusaquillo,4.6243974,-74.0816213
Teusaquillo,4.6241411,-74.0803459
Teusaquillo,4.6240334,-74.0796091
Teusaquillo,4.6240065,-74.0793654
Teusaquillo,4.623988,-74.0791779
Teusaquillo,4.6239664,-74.0789119
Teusaquillo,4.6235298,-74.0786128
Teusaquillo,4.6231106,-74.0783095
Teusaquillo,4.6226249,-74.0779567
Teusaquillo,4.6220844,-74.0775941
Teusaquillo,4.6215652,-74.0771153
Teusaquillo,4.6213175,-74.076912
Teusaquillo,4.6210247,-74.0767054
Teusaquillo,4.6204882,-74.0763306
Teusaquillo,4.6197668,-74.0758385
Teusaquillo,4.6184754,-74.0749387
Teusaquillo,4.6177502,-74.0744671
Teusaquillo,4.6172865,-74.0741389
Teusaquillo,4.6156409,-74.0729727
Teusaquillo,4.6154229,-74.0728192
Teusaquillo,4.6156179,-74.0727361
Teusaquillo,4.6159179,-74.0725856
Teusaquillo,4.61636,-74.0723454
Teusaquillo,4.6169661,-74.072024
Teusaquillo,4.6173654,-74.0718115
Teusaquillo,4.6176471,-74.0716673
Teusaquillo,4.6185517,-74.0712065
Teusaquillo,4.6194175,-74.0707372
Teusaquillo,4.6197852,-74.0705091
Teusaquillo,4.6203257,-74.0702288
Teusaquillo,4.6204188,-74.0701869
Teusaquillo,4.6206966,-74.0700784
Teusaquillo,4.6213035,-74.0698297
Teusaquillo,4.6217589,-74.069682
Teusaquillo,4.6221234,-74.0695817
Teusaquillo,4.6223937,-74.0695228
Teusaquillo,4.6227695,-74.0694455
Teusaquillo,4.6233568,-74.0693318
Teusaquillo,4.6257796,-74.0688786
Teusaquillo,4.6261043,-74.0688338
Teusaquillo,4.627367,-74.0686291
Teusaquillo,4.6279568,-74.068506
Teusaquillo,4.6288107,-74.0683599
Teusaquillo,4.6300226,-74.0681149
Teusaquillo,4.6308793,-74.067972
Teusaquillo,4.632267,-74.0677467
Teusaquillo,4.6345419,-74.0672977
Teusaquillo,4.6354779,-74.0671374
Teusaquillo,4.6366471,-74.066953
Teusaquillo,4.6382026,-74.0666733
Teusaquillo,4.6385599,-74.0666041
Teusaquillo,4.6398377,-74.0663818
Teusaquillo,4.6407348,-74.0662326
Teusaquillo,4.6417539,-74.0660391
Teusaquillo,4.6422376,-74.065964
Teusaquillo,4.6437829,-74.0656991
Teusaquillo,4.6471441,-74.0650736
Teusaquillo,4.6480714,-74.0649371
Teusaquillo,4.6487352,-74.0648137
Teusaquillo,4.6491265,-74.0647464
Teusaquillo,4.649594,-74.0646465
Teusaquillo,4.6497209,-74.0652941
Teusaquillo,4.6498172,-74.0658377
Teusaquillo,4.64993,-74.0664039
Teusaquillo,4.6508601,-74.0716145
Teusaquillo,4.651008,-74.0724385
Teusaquillo,4.6517308,-74.076327
Teusaquillo,4.6519613,-74.0777587
Teusaquillo,4.6523061,-74.0797229
Teusaquillo,4.6524649,-74.0805724
Teusaquillo,4.6526695,-74.0815957
Teusaquillo,4.652753,-74.0819721
Teusaquillo,4.6528297,-74.0822032
Teusaquillo,4.6530748,-74.0828179
Teusaquillo,4.6537598,-74.0842309
Teusaquillo,4.6541173,-74.0847043
Teusaquillo,4.6543636,-74.0849806
Teusaquillo,4.6546121,-74.0852267
Teusaquillo,4.6550428,-74.0855584
Teusaquillo,4.6553367,-74.0857735
Teusaquillo,4.6577549,-74.0874418
Teusaquillo,4.6588712,-74.0881974
Teusaquillo,4.6591542,-74.0884117
Teusaquillo,4.6601399,-74.089061
Teusaquillo,4.6606664,-74.0894228
Teusaquillo,4.6647303,-74.0922192
Teusaquillo,4.6657255,-74.0929208
Teusaquillo,4.6662185,-74.0933105
Teusaquillo,4.6659338,-74.0935093
Teusaquillo,4.6656056,-74.0937797
Teusaquillo,4.6649669,-74.0944202
Teusaquillo,4.6643716,-74.0949811
Teusaquillo,4.6638438,-74.0953892
Teusaquillo,4.6630755,-74.0960321
Teusaquillo,4.6624997,-74.0964585
Teusaquillo,4.6621477,-74.0967361
Teusaquillo,4.6616107,-74.0971476
Teusaquillo,4.6605776,-74.0979648
Teusaquillo,4.6600537,-74.0983708
Teusaquillo,4.6590683,-74.0991447
Teusaquillo,4.6582573,-74.0997769
Teusaquillo,4.657374,-74.1004379
Teusaquillo,4.6565304,-74.1010893
Teusaquillo,4.6558307,-74.1016298
Teusaquillo,4.6550533,-74.1023166
Teusaquillo,4.6546047,-74.1026998
Teusaquillo,4.6536701,-74.1034184
Teusaquillo,4.65271,-74.104157
Teusaquillo,4.6520205,-74.104646
Teusaquillo,4.6515943,-74.104936
Teusaquillo,4.6500499,-74.1061079
Teusaquillo,4.6497027,-74.106378
Teusaquillo,4.64859,-74.1072218
Teusaquillo,4.6480475,-74.1076497
Teusaquillo,4.647579,-74.1080352
Teusaquillo,4.6472282,-74.1083608
Teusaquillo,4.6468079,-74.1087818
Teusaquillo,4.6451756,-74.1104136
Los Mártires,4.5984312,-74.107047
Los Mártires,4.59821,-74.1067884
Los Mártires,4.5977203,-74.1061522
Los Mártires,4.5975539,-74.1059415
Los Mártires,4.5974509,-74.1058111
Los Mártires,4.5970349,-74.1052842
Los Mártires,4.5969286,-74.1051506
Los Mártires,4.5958541,-74.1037994
Los Mártires,4.5957828,-74.1037319
Los Mártires,4.5957142,-74.1036765
Los Mártires,4.5956794,-74.1036543
Los Mártires,4.5956097,-74.1036092
Los Mártires,4.5955087,-74.1035772
Los Mártires,4.5952977,-74.1035215
Los Mártires,4.5947178,-74.1033821
Los Mártires,4.5948261,-74.1028039
Los Mártires,4.5948716,-74.1025149
Los Mártires,4.5948997,-74.1022633
Los Mártires,4.5949452,-74.101033
Los Mártires,4.5949868,-74.100115
Los Mártires,4.5950101,-74.0995473
Los Mártires,4.595003,-74.0993755
Los Mártires,4.5949853,-74.0992145
Los Mártires,4.5949505,-74.0990082
Los Mártires,4.5949065,-74.0988381
Los Mártires,4.594498,-74.0974983
Los Mártires,4.5942728,-74.0967943
Los Mártires,4.5940821,-74.0962101
Los Mártires,4.5939393,-74.0957334
Los Mártires,4.5938426,-74.0953885
Los Mártires,4.5935428,-74.0942522
Los Mártires,4.5931769,-74.0928992
Los Mártires,4.5929932,-74.0922282
Los Mártires,4.5928045,-74.0916144
Los Mártires,4.5926622,-74.0911631
Los Mártires,4.5925667,-74.0908744
Los Mártires,4.5923829,-74.0903069
Los Mártires,4.5921839,-74.0897084
Los Mártires,4.5920171,-74.0892605
Los Mártires,4.591982,-74.0891804
Los Mártires,4.5919362,-74.0890822
Los Mártires,4.5918942,-74.0889975
Los Mártires,4.5920236,-74.0887941
Los Mártires,4.5922416,-74.0885603
Los Mártires,4.593737,-74.0873108
Los Mártires,4.5945543,-74.0866319
Los Mártires,4.5955231,-74.0858659
Los Mártires,4.596388,-74.0851708
Los Mártires,4.5967332,-74.0849209
Los Mártires,4.5970707,-74.0846641
Los Mártires,4.5971881,-74.0845626
Los Mártires,4.5988981,-74.0832531
Los Mártires,4.5997117,-74.0826318
Los Mártires,4.6010787,-74.0817166
Los Mártires,4.6021247,-74.0809723
Los Mártires,4.6030334,-74.0803187
Los Mártires,4.6035056,-74.0799846
Los Mártires,4.6036662,-74.0798501
Los Mártires,4.604433,-74.0792924
Los Mártires,4.6071505,-74.0773736
Los Mártires,4.6080621,-74.076719
Los Mártires,4.6086879,-74.0762651
Los Mártires,4.6088478,-74.0761618
Los Mártires,4.6096996,-74.075711
Los Mártires,4.6105973,-74.075249
Los Mártires,4.610716,-74.0751874
Los Mártires,4.6110144,-74.0750474
Los Mártires,4.6115038,-74.0747884
Los Mártires,4.6124175,-74.0743328
Los Mártires,4.6134487,-74.0738072
Los Mártires,4.6154229,-74.0728192
Los Mártires,4.6156409,-74.0729727
Los Mártires,4.6172865,-74.0741389
Los Mártires,4.6177502,-74.0744671
Los Mártires,4.6184754,-74.0749387
Los Mártires,4.6197668,-74.0758385
Los Mártires,4.6204882,-74.0763306
Los Mártires,4.6210247,-74.0767054
Los Mártires,4.6213175,-74.076912
Los Mártires,4.6215652,-74.0771153
Los Mártires,4.6220844,-74.0775941
Los Mártires,4.6226249,-74.0779567
Los Mártires,4.6231106,-74.0783095
Los Mártires,4.6235298,-74.0786128
Los Mártires,4.6239664,-74.0789119
Los Mártires,4.623988,-74.0791779
Los Mártires,4.6240065,-74.0793654
Los Mártires,4.6240334,-74.0796091
Los Mártires,4.6241411,-74.0803459
Los Mártires,4.6243974,-74.0816213
Los Mártires,4.6245081,-74.0821171
Los Mártires,4.6247285,-74.0831501
Los Mártires,4.6244611,-74.0833559
Los Mártires,4.624221,-74.0835296
Los Mártires,4.6237609,-74.0839198
Los Mártires,4.6228988,-74.0846243
Los Mártires,4.6217292,-74.0855566
Los Mártires,4.6211686,-74.086013
Los Mártires,4.6206879,-74.0864225
Los Mártires,4.620238,-74.0868327
Los Mártires,4.6199176,-74.0871161
Los Mártires,4.61855,-74.0882329
Los Mártires,4.6181013,-74.0886293
Los Mártires,4.6174746,-74.089131
Los Mártires,4.6172219,-74.0893209
Los Mártires,4.6163369,-74.0900634
Los Mártires,4.6159008,-74.0903894
Los Mártires,4.6156569,-74.0905914
Los Mártires,4.6151064,-74.0910473
Los Mártires,4.6147304,-74.0913724
Los Mártires,4.6145505,-74.0915304
Los Mártires,4.6141214,-74.0918633
Los Mártires,4.6133199,-74.0925151
Los Mártires,4.612812,-74.0929483
Los Mártires,4.6122374,-74.0934561
Los Mártires,4.611984,-74.0936743
Los Mártires,4.610207,-74.0951152
Los Mártires,4.6090102,-74.0960604
Los Mártires,4.6073816,-74.0974031
Los Mártires,4.6069858,-74.0977265
Los Mártires,4.6068927,-74.0977964
Los Mártires,4.6065082,-74.0980598
Los Mártires,4.6061924,-74.0982605
Los Mártires,4.6056448,-74.0986438
Los Mártires,4.6052063,-74.0989948
Los Mártires,4.6047068,-74.0994323
Los Mártires,4.6038623,-74.1002618
Los Mártires,4.6035164,-74.1005735
Los Mártires,4.6032096,-74.100867
Los Mártires,4.6025395,-74.1016258
Los Mártires,4.6022547,-74.1019482
Los Mártires,4.6021067,-74.1021129
Los Mártires,4.6017625,-74.1025317
Los Mártires,4.6014974,-74.1028589
Los Mártires,4.6012416,-74.1031675
Los Mártires,4.600682,-74.1039071
Los Mártires,4.5984312,-74.107047
Antonio Nariño,4.5936364,-74.1308846
Antonio Nariño,4.5934179,-74.1304261
Antonio Nariño,4.5932707,-74.129978
Antonio Nariño,4.593172,-74.1296777
Antonio Nariño,4.5931035,-74.1294725
Antonio Nariño,4.5929574,-74.1290247
Antonio Nariño,4.5928089,-74.1285798
Antonio Nariño,4.5927185,-74.1282981
Antonio Nariño,4.5926604,-74.1281232
Antonio Nariño,4.592599,-74.1279851
Antonio Nariño,4.592534,-74.127856
Antonio Nariño,4.5923847,-74.1276276
Antonio Nariño,4.5922079,-74.1273888
Antonio Nariño,4.5921192,-74.1272874
Antonio Nariño,4.5921078,-74.1272744
Antonio Nariño,4.5919568,-74.1271019
Antonio Nariño,4.5918054,-74.1269289
Antonio Nariño,4.5913864,-74.1264058
Antonio Nariño,4.5909695,-74.1258807
Antonio Nariño,4.5906764,-74.1254983
Antonio Nariño,4.5900445,-74.1246833
Antonio Nariño,4.5899471,-74.1245038
Antonio Nariño,4.5898672,-74.1243045
Antonio Nariño,4.5897801,-74.1240814
Antonio Nariño,4.5896406,-74.1238945
Antonio Nariño,4.5891544,-74.1232754
Antonio Nariño,4.5890858,-74.1231632
Antonio Nariño,4.5890336,-74.1230627
Antonio Nariño,4.588988,-74.122784
Antonio Nariño,4.5889726,-74.122524
Antonio Nariño,4.5889878,-74.1223096
Antonio Nariño,4.5890239,-74.1221442
Antonio Nariño,4.5891707,-74.1218158
Antonio Nariño,4.5893385,-74.1214862
Antonio Nariño,4.5893793,-74.1213611
Antonio Nariño,4.5893904,-74.1212881
Antonio Nariño,4.5893945,-74.1211917
Antonio Nariño,4.589382,-74.1210969
Antonio Nariño,4.5892559,-74.1203289
Antonio Nariño,4.5891561,-74.1195837
Antonio Nariño,4.5890342,-74.1189016
Antonio Nariño,4.5888477,-74.1181594
Antonio Nariño,4.5886063,-74.1172175
Antonio Nariño,4.5884889,-74.1166686
Antonio Nariño,4.5884321,-74.1160994
Antonio Nariño,4.5884431,-74.1157629
Antonio Nariño,4.5885451,-74.1145498
Antonio Nariño,4.5886532,-74.1133456
Antonio Nariño,4.5887013,-74.1128201
Antonio Nariño,4.5887829,-74.1118036
Antonio Nariño,4.5887828,-74.1113883
Antonio Nariño,4.5887757,-74.1110437
Antonio Nariño,4.5887216,-74.1102592
Antonio Nariño,4.5887193,-74.110039
Antonio Nariño,4.58874,-74.1098558
Antonio Nariño,4.5887755,-74.109709
Antonio Nariño,4.5888319,-74.1095547
Antonio Nariño,4.5888829,-74.1094544
Antonio Nariño,4.5889522,-74.1093603
Antonio Nariño,4.5892778,-74.1089936
Antonio Nariño,4.5884441,-74.1083508
Antonio Nariño,4.5869717,-74.1071693
Antonio Nariño,4.5864062,-74.1067251
Antonio Nariño,4.5848394,-74.1054417
Antonio Nariño,4.5823816,-74.1035049
Antonio Nariño,4.582083,-74.103267
Antonio Nariño,4.5818848,-74.1030974
Antonio Nariño,4.5816965,-74.1029211
Antonio Nariño,4.581534,-74.1027635
Antonio Nariño,4.5814312,-74.1026476
Antonio Nariño,4.5811029,-74.1022292
Antonio Nariño,4.5805474,-74.1014071
Antonio Nariño,4.5796247,-74.1000509
Antonio Nariño,4.5790445,-74.0991909
Antonio Nariño,4.5778898,-74.0974859
Antonio Nariño,4.5771594,-74.0964038
Antonio Nariño,4.576582,-74.095574
Antonio Nariño,4.576162,-74.0950146
Antonio Nariño,4.5759749,-74.0947904
Antonio Nariño,4.5757791,-74.0945836
Antonio Nariño,4.5760845,-74.0943499
Antonio Nariño,4.5761555,-74.0942998
Antonio Nariño,4.5770369,-74.0936357
Antonio Nariño,4.5776979,-74.0931596
Antonio Nariño,4.5785991,-74.0925026
Antonio Nariño,4.5787115,-74.0924206
Antonio Nariño,4.5797373,-74.0916786
Antonio Nariño,4.580758,-74.0909132
Antonio Nariño,4.5810111,-74.0907406
Antonio Nariño,4.5813994,-74.0904536
Antonio Nariño,4.5818504,-74.0901349
Antonio Nariño,4.5820815,-74.0899607
Antonio Nariño,4.5821586,-74.0899014
Antonio Nariño,4.5822919,-74.0897942
Antonio Nariño,4.5833695,-74.0889675
Antonio Nariño,4.5837324,-74.0887038
Antonio Nariño,4.5852687,-74.0875941
Antonio Nariño,4.5857657,-74.0872497
Antonio Nariño,4.5866159,-74.0866783
Antonio Nariño,4.5869969,-74.0864249
Antonio Nariño,4.5878946,-74.085832
Antonio Nariño,4.5893396,-74.0848833
Antonio Nariño,4.589438,-74.0850326
Antonio Nariño,4.5897692,-74.0856266
Antonio Nariño,4.5903951,-74.0866187
Antonio Nariño,4.5907426,-74.0871659
Antonio Nariño,4.5911294,-74.0877809
Antonio Nariño,4.5917515,-74.0887678
Antonio Nariño,4.5918191,-74.0888758
Antonio Nariño,4.5918942,-74.0889975
Antonio Nariño,4.5919362,-74.0890822
Antonio Nariño,4.591982,-74.0891804
Antonio Nariño,4.5920171,-74.0892605
Antonio Nariño,4.5921839,-74.0897084
Antonio Nariño,4.5923829,-74.0903069
Antonio Nariño,4.5925667,-74.0908744
Antonio Nariño,4.5926622,-74.0911631
Antonio Nariño,4.5928045,-74.0916144
Antonio Nariño,4.5929932,-74.0922282
Antonio Nariño,4.5931769,-74.0928992
Antonio Nariño,4.5935428,-74.0942522
Antonio Nariño,4.5938426,-74.0953885
Antonio Nariño,4.5939393,-74.0957334
Antonio Nariño,4.5940821,-74.0962101
Antonio Nariño,4.5942728,-74.0967943
Antonio Nariño,4.594498,-74.0974983
Antonio Nariño,4.5949065,-74.0988381
Antonio Nariño,4.5949505,-74.0990082
Antonio Nariño,4.5949853,-74.0992145
Antonio Nariño,4.595003,-74.0993755
Antonio Nariño,4.5950101,-74.0995473
Antonio Nariño,4.5949868,-74.100115
Antonio Nariño,4.5949452,-74.101033
Antonio Nariño,4.5948997,-74.1022633
Antonio Nariño,4.5948716,-74.1025149
Antonio Nariño,4.5948261,-74.1028039
Antonio Nariño,4.5947178,-74.1033821
Antonio Nariño,4.5952977,-74.1035215
Antonio Nariño,4.5955087,-74.1035772
Antonio Nariño,4.5956097,-74.1036092
Antonio Nariño,4.5956794,-74.1036543
Antonio Nariño,4.5957142,-74.1036765
Antonio Nariño,4.5957828,-74.1037319
Antonio Nariño,4.5958541,-74.1037994
Antonio Nariño,4.5969286,-74.1051506
Antonio Nariño,4.5970349,-74.1052842
Antonio Nariño,4.5974509,-74.1058111
Antonio Nariño,4.5975539,-74.1059415
Antonio Nariño,4.5977203,-74.1061522
Antonio Nariño,4.59821,-74.1067884
Antonio Nariño,4.5984312,-74.107047
Antonio Nariño,4.5981614,-74.1074144
Antonio Nariño,4.5980816,-74.1075518
Antonio Nariño,4.5980494,-74.1076812
Antonio Nariño,4.5980807,-74.1078457
Antonio Nariño,4.5981297,-74.1079926
Antonio Nariño,4.5982659,-74.1083574
Antonio Nariño,4.5982941,-74.1086249
Antonio Nariño,4.5982535,-74.1088693
Antonio Nariño,4.5979125,-74.1095992
Antonio Nariño,4.5975287,-74.1104001
Antonio Nariño,4.5971176,-74.1112353
Antonio Nariño,4.5969371,-74.1116084
Antonio Nariño,4.5966696,-74.1121873
Antonio Nariño,4.5962184,-74.1133058
Antonio Nariño,4.5959179,-74.1141539
Antonio Nariño,4.5955619,-74.1152193
Antonio Nariño,4.5954255,-74.1156499
Antonio Nariño,4.5951671,-74.1165602
Antonio Nariño,4.59486,-74.1177006
Antonio Nariño,4.5946786,-74.1185343
Antonio Nariño,4.5946068,-74.1188592
Antonio Nariño,4.5943058,-74.1202932
Antonio Nariño,4.5941875,-74.1209176
Antonio Nariño,4.5939612,-74.1222809
Antonio Nariño,4.5939167,-74.1227013
Antonio Nariño,4.5938632,-74.1233249
Antonio Nariño,4.5938602,-74.1233537
Antonio Nariño,4.593835,-74.1236319
Antonio Nariño,4.5938095,-74.1238706
Antonio Nariño,4.5937794,-74.124159
Antonio Nariño,4.5937216,-74.1250625
Antonio Nariño,4.5936699,-74.1261579
Antonio Nariño,4.5935786,-74.1278991
Antonio Nariño,4.5935759,-74.1279791
Antonio Nariño,4.5935989,-74.1302009
Antonio Nariño,4.5936088,-74.1305197
Antonio Nariño,4.5936364,-74.1308846
Puente Aranda,4.5949974,-74.1377795
Puente Aranda,4.5949655,-74.1376054
Puente Aranda,4.5948775,-74.1371281
Puente Aranda,4.594571,-74.135672
Puente Aranda,4.5945041,-74.1353317
Puente Aranda,4.5943858,-74.1347737
Puente Aranda,4.5941638,-74.1337095
Puente Aranda,4.5939337,-74.1323818
Puente Aranda,4.5937356,-74.1314008
Puente Aranda,4.5936364,-74.1308846
Puente Aranda,4.5936088,-74.1305197
Puente Aranda,4.5935989,-74.1302009
Puente Aranda,4.5935759,-74.1279791
Puente Aranda,4.5935786,-74.1278991
Puente Aranda,4.5936699,-74.1261579
Puente Aranda,4.5937216,-74.1250625
Puente Aranda,4.5937794,-74.124159
Puente Aranda,4.5938095,-74.1238706
Puente Aranda,4.593835,-74.1236319
Puente Aranda,4.5938602,-74.1233537
Puente Aranda,4.5938632,-74.1233249
Puente Aranda,4.5939167,-74.1227013
Puente Aranda,4.5939612,-74.1222809
Puente Aranda,4.5941875,-74.1209176
Puente Aranda,4.5943058,-74.1202932
Puente Aranda,4.5946068,-74.1188592
Puente Aranda,4.5946786,-74.1185343
Puente Aranda,4.59486,-74.1177006
Puente Aranda,4.5951671,-74.1165602
Puente Aranda,4.5954255,-74.1156499
Puente Aranda,4.5955619,-74.1152193
Puente Aranda,4.5959179,-74.1141539
Puente Aranda,4.5962184,-74.1133058
Puente Aranda,4.5966696,-74.1121873
Puente Aranda,4.5969371,-74.1116084
Puente Aranda,4.5971176,-74.1112353
Puente Aranda,4.5975287,-74.1104001
Puente Aranda,4.5979125,-74.1095992
Puente Aranda,4.5982535,-74.1088693
Puente Aranda,4.5982941,-74.1086249
Puente Aranda,4.5982659,-74.1083574
Puente Aranda,4.5981297,-74.1079926
Puente Aranda,4.5980807,-74.1078457
Puente Aranda,4.5980494,-74.1076812
Puente Aranda,4.5980816,-74.1075518
Puente Aranda,4.5981614,-74.1074144
Puente Aranda,4.5984312,-74.107047
Puente Aranda,4.600682,-74.1039071
Puente Aranda,4.6012416,-74.1031675
Puente Aranda,4.6014974,-74.1028589
Puente Aranda,4.6017625,-74.1025317
Puente Aranda,4.6021067,-74.1021129
Puente Aranda,4.6022547,-74.1019482
Puente Aranda,4.6025395,-74.1016258
Puente Aranda,4.6032096,-74.100867
Puente Aranda,4.6035164,-74.1005735
Puente Aranda,4.6038623,-74.1002618
Puente Aranda,4.6047068,-74.0994323
Puente Aranda,4.6052063,-74.0989948
Puente Aranda,4.6056448,-74.0986438
Puente Aranda,4.6061924,-74.0982605
Puente Aranda,4.6065082,-74.0980598
Puente Aranda,4.6068927,-74.0977964
Puente Aranda,4.6069858,-74.0977265
Puente Aranda,4.6073816,-74.0974031
Puente Aranda,4.6090102,-74.0960604
Puente Aranda,4.610207,-74.0951152
Puente Aranda,4.611984,-74.0936743
Puente Aranda,4.6122374,-74.0934561
Puente Aranda,4.612812,-74.0929483
Puente Aranda,4.6133199,-74.0925151
Puente Aranda,4.6141214,-74.0918633
Puente Aranda,4.6145505,-74.0915304
Puente Aranda,4.6147304,-74.0913724
Puente Aranda,4.6151064,-74.0910473
Puente Aranda,4.6156569,-74.0905914
Puente Aranda,4.6159008,-74.0903894
Puente Aranda,4.6163369,-74.0900634
Puente Aranda,4.6172219,-74.0893209
Puente Aranda,4.6174746,-74.089131
Puente Aranda,4.6181013,-74.0886293
Puente Aranda,4.61855,-74.0882329
Puente Aranda,4.6199176,-74.0871161
Puente Aranda,4.620238,-74.0868327
Puente Aranda,4.6206879,-74.0864225
Puente Aranda,4.6211686,-74.086013
Puente Aranda,4.6217292,-74.0855566
Puente Aranda,4.6228988,-74.0846243
Puente Aranda,4.6237609,-74.0839198
Puente Aranda,4.624221,-74.0835296
Puente Aranda,4.6244611,-74.0833559
Puente Aranda,4.6247285,-74.0831501
Puente Aranda,4.624772,-74.0833494
Puente Aranda,4.6248604,-74.0837477
Puente Aranda,4.6250084,-74.084452
Puente Aranda,4.6250969,-74.0849871
Puente Aranda,4.6251715,-74.0860909
Puente Aranda,4.6252797,-74.0883724
Puente Aranda,4.6253024,-74.0885131
Puente Aranda,4.6254591,-74.0894874
Puente Aranda,4.6255742,-74.0903538
Puente Aranda,4.6256895,-74.0913513
Puente Aranda,4.6293299,-74.0949101
Puente Aranda,4.6351867,-74.1005717
Puente Aranda,4.6353899,-74.1007827
Puente Aranda,4.6362589,-74.1016163
Puente Aranda,4.6406625,-74.1059634
Puente Aranda,4.6451756,-74.1104136
Puente Aranda,4.6448476,-74.1107404
Puente Aranda,4.6427138,-74.1128313
Puente Aranda,4.6422268,-74.1133517
Puente Aranda,4.6419413,-74.1136358
Puente Aranda,4.6414382,-74.1141718
Puente Aranda,4.6406551,-74.1149503
Puente Aranda,4.6400441,-74.1155427
Puente Aranda,4.6396398,-74.1159329
Puente Aranda,4.6393722,-74.1161893
Puente Aranda,4.6387269,-74.1168235
Puente Aranda,4.6384462,-74.1171293
Puente Aranda,4.6379961,-74.1176138
Puente Aranda,4.6375942,-74.1180624
Puente Aranda,4.6373665,-74.1183208
Puente Aranda,4.6372315,-74.1184648
Puente Aranda,4.6367262,-74.1189924
Puente Aranda,4.6366139,-74.1190988
Puente Aranda,4.6365017,-74.1191889
Puente Aranda,4.6363506,-74.1193002
Puente Aranda,4.6362543,-74.1193638
Puente Aranda,4.636142,-74.1194319
Puente Aranda,4.6355731,-74.1196885
Puente Aranda,4.6352526,-74.1198227
Puente Aranda,4.6299148,-74.1220563
Puente Aranda,4.6290225,-74.1224322
Puente Aranda,4.6285501,-74.122643
Puente Aranda,4.6278393,-74.1228974
Puente Aranda,4.627606,-74.1229878
Puente Aranda,4.6245395,-74.1241778
Puente Aranda,4.6240919,-74.1243665
Puente Aranda,4.6238352,-74.1244566
Puente Aranda,4.6231255,-74.1246965
Puente Aranda,4.6223894,-74.1249212
Puente Aranda,4.6218281,-74.1250896
Puente Aranda,4.6212587,-74.1252696
Puente Aranda,4.6207632,-74.1254193
Puente Aranda,4.6205133,-74.1254933
Puente Aranda,4.6200491,-74.1256513
Puente Aranda,4.6192125,-74.1259245
Puente Aranda,4.6183451,-74.1261848
Puente Aranda,4.6173292,-74.126499
Puente Aranda,4.6162214,-74.1268733
Puente Aranda,4.6144078,-74.1274315
Puente Aranda,4.6140942,-74.1275152
Puente Aranda,4.613597,-74.1276759
Puente Aranda,4.6132512,-74.1277945
Puente Aranda,4.6125365,-74.1280322
Puente Aranda,4.6117533,-74.1283007
Puente Aranda,4.6107893,-74.1285979
Puente Aranda,4.6103692,-74.1287212
Puente Aranda,4.6099721,-74.1288168
Puente Aranda,4.6095161,-74.1289491
Puente Aranda,4.6093099,-74.1290291
Puente Aranda,4.6090418,-74.1291413
Puente Aranda,4.6087428,-74.1292812
Puente Aranda,4.6084357,-74.1294576
