location,latitud,longitud
Bosa,4.6030983,-74.1554948
Bosa,4.6031112,-74.1556873
Bosa,4.6031192,-74.1560091
Bosa,4.6031214,-74.1565319
Bosa,4.603169,-74.1566294
Bosa,4.6032233,-74.1566864
Bosa,4.603686,-74.1567736
Bosa,4.6039678,-74.1568638
Bosa,4.6042495,-74.1570107
Bosa,4.6043382,-74.1570886
Bosa,4.6043864,-74.1571818
Bosa,4.6044559,-74.1573245
Bosa,4.6045736,-74.1577515
Bosa,4.6047346,-74.1581095
Bosa,4.6049168,-74.1583968
Bosa,4.6050876,-74.1586169
Bosa,4.6052232,-74.158844
Bosa,4.6053101,-74.1590136
Bosa,4.6054076,-74.1593494
Bosa,4.6057547,-74.1607712
Bosa,4.6059274,-74.1613588
Bosa,4.6060556,-74.1618345
Bosa,4.6062349,-74.1624298
Bosa,4.6062947,-74.1626475
Bosa,4.6063331,-74.1628599
Bosa,4.6063522,-74.1630534
Bosa,4.606358,-74.1632522
Bosa,4.6063475,-74.1633758
Bosa,4.6063184,-74.163478
Bosa,4.6062398,-74.1636031
Bosa,4.6061586,-74.1636961
Bosa,4.6060738,-74.1638175
Bosa,4.6058313,-74.164309
Bosa,4.6056799,-74.1648208
Bosa,4.6055873,-74.1651449
Bosa,4.605526,-74.1653236
Bosa,4.6053607,-74.165663
Bosa,4.6052391,-74.1658849
Bosa,4.6050739,-74.1662579
Bosa,4.6048875,-74.1665743
Bosa,4.6045747,-74.1671065
Bosa,4.6044365,-74.1673213
Bosa,4.6043676,-74.1675281
Bosa,4.6043476,-74.1677843
Bosa,4.6043435,-74.168083
Bosa,4.6043087,-74.168302
Bosa,4.6042474,-74.1685635
Bosa,4.6041932,-74.1686615
Bosa,4.6041285,-74.1687524
Bosa,4.6040637,-74.1688039
Bosa,4.6039946,-74.1688341
Bosa,4.6036913,-74.1689548
Bosa,4.6035622,-74.1690451
Bosa,4.6034331,-74.1691707
Bosa,4.6033103,-74.1693718
Bosa,4.6033022,-74.1694421
Bosa,4.603311,-74.1695167
Bosa,4.6033624,-74.1696339
Bosa,4.6033882,-74.1697383
Bosa,4.6033829,-74.1698375
Bosa,4.6032129,-74.1704759
Bosa,4.6029936,-74.1717199
Bosa,4.6029891,-74.1718682
Bosa,4.6032116,-74.1731043
Bosa,4.6031509,-74.1736356
Bosa,4.6031477,-74.1742428
Bosa,4.6032082,-74.174549
Bosa,4.6032826,-74.174888
Bosa,4.6034018,-74.1753639
Bosa,4.6034871,-74.1758618
Bosa,4.6035226,-74.1759334
Bosa,4.6035668,-74.1759725
Bosa,4.6035909,-74.1759874
Bosa,4.6036708,-74.1760181
Bosa,4.6038558,-74.1760624
Bosa,4.6039998,-74.1760693
Bosa,4.6041439,-74.1760621
Bosa,4.6043578,-74.1760661
Bosa,4.6046595,-74.1761404
Bosa,4.6048658,-74.1762514
Bosa,4.6050422,-74.1763825
Bosa,4.6052227,-74.1764845
Bosa,4.6055085,-74.1766495
Bosa,4.6056768,-74.1767565
Bosa,4.605763,-74.1768355
Bosa,4.6058491,-74.1769347
Bosa,4.6059663,-74.1770775
Bosa,4.6060794,-74.1771836
Bosa,4.606156,-74.1772486
Bosa,4.6062356,-74.1773013
Bosa,4.6063304,-74.177342
Bosa,4.6064314,-74.1773611
Bosa,4.6068032,-74.1773254
Bosa,4.6069477,-74.1773344
Bosa,4.6071029,-74.1773595
Bosa,4.6073359,-74.1774691
Bosa,4.6076375,-74.1776883
Bosa,4.6078108,-74.1777653
Bosa,4.6079787,-74.1778101
Bosa,4.6081077,-74.1778197
Bosa,4.6082153,-74.1778079
Bosa,4.6084363,-74.177767
Bosa,4.6085743,-74.1777074
Bosa,4.6087016,-74.1776317
Bosa,4.6089559,-74.1773904
Bosa,4.6091069,-74.1772795
Bosa,4.6092138,-74.1772393
Bosa,4.6093553,-74.1772227
Bosa,4.6095004,-74.1772344
Bosa,4.6096873,-74.1772792
Bosa,4.6098707,-74.1773346
Bosa,4.6100394,-74.1774081
Bosa,4.6102001,-74.1775084
Bosa,4.6103055,-74.1775932
Bosa,4.6104082,-74.1776888
Bosa,4.6105853,-74.177933
Bosa,4.6106885,-74.178056
Bosa,4.6107917,-74.1781414
Bosa,4.6109998,-74.1782763
Bosa,4.6112838,-74.1784977
Bosa,4.6113975,-74.1785875
Bosa,4.6115059,-74.1787094
Bosa,4.6117306,-74.1789855
Bosa,4.6126261,-74.1805233
Bosa,4.6127671,-74.1807659
Bosa,4.6128974,-74.1810674
Bosa,4.6129712,-74.1811833
Bosa,4.6130691,-74.1812777
Bosa,4.6131965,-74.1813277
Bosa,4.6133708,-74.1813496
Bosa,4.6135318,-74.1813662
Bosa,4.6136902,-74.1814232
Bosa,4.613798,-74.1814707
Bosa,4.6139059,-74.181545
Bosa,4.6141299,-74.1817326
Bosa,4.6142808,-74.1818853
Bosa,4.614482,-74.1819946
Bosa,4.6147656,-74.1820554
Bosa,4.6149512,-74.1821446
Bosa,4.6150772,-74.1822649
Bosa,4.615171,-74.182423
Bosa,4.6152023,-74.1825545
Bosa,4.6152228,-74.1826752
Bosa,4.6152867,-74.182828
Bosa,4.6155493,-74.1831533
Bosa,4.6156702,-74.1833336
Bosa,4.6157884,-74.1835648
Bosa,4.6158402,-74.1837171
Bosa,4.6158813,-74.1838935
Bosa,4.6158957,-74.1841102
Bosa,4.6158833,-74.1843322
Bosa,4.6158593,-74.1844696
Bosa,4.6159975,-74.1845858
Bosa,4.6166011,-74.1850721
Bosa,4.6167334,-74.1850829
Bosa,4.6171072,-74.1851111
Bosa,4.6173787,-74.1851315
Bosa,4.6177321,-74.1851556
Bosa,4.6183605,-74.1851986
Bosa,4.618735,-74.1852224
Bosa,4.6187954,-74.1852295
Bosa,4.6188655,-74.184826
Bosa,4.6189568,-74.1843217
Bosa,4.6189883,-74.1841901
Bosa,4.6190197,-74.1840713
Bosa,4.6190808,-74.1838919
Bosa,4.6191519,-74.1837536
Bosa,4.6192122,-74.1836548
Bosa,4.6193227,-74.18349
Bosa,4.6192671,-74.1834401
Bosa,4.6191856,-74.1833532
Bosa,4.6191241,-74.1832764
Bosa,4.6190626,-74.1831923
Bosa,4.6190516,-74.1831734
Bosa,4.6190051,-74.1830937
Bosa,4.6189477,-74.1829804
Bosa,4.6189106,-74.1828983
Bosa,4.6188759,-74.1828017
Bosa,4.6188407,-74.1826739
Bosa,4.6188362,-74.1826522
Bosa,4.6188256,-74.1826014
Bosa,4.6188205,-74.1825271
Bosa,4.6188274,-74.1824118
Bosa,4.6188488,-74.1822669
Bosa,4.6188523,-74.1822502
Bosa,4.6188697,-74.1821683
Bosa,4.6188915,-74.1820657
Bosa,4.6189071,-74.1819857
Bosa,4.6189263,-74.1818871
Bosa,4.6190091,-74.1815598
Bosa,4.6190141,-74.1815371
Bosa,4.6190407,-74.1814151
Bosa,4.6190546,-74.1812799
Bosa,4.6190562,-74.1812115
Bosa,4.6190551,-74.1811377
Bosa,4.6190332,-74.1809955
Bosa,4.6189985,-74.1808588
Bosa,4.6189461,-74.1806608
Bosa,4.6189274,-74.1806025
Bosa,4.6188991,-74.1805421
Bosa,4.6188606,-74.1804788
Bosa,4.6188009,-74.1804101
Bosa,4.6187444,-74.1803591
Bosa,4.618681,-74.1803022
Bosa,4.6185791,-74.1802133
Bosa,4.6184771,-74.1801341
Bosa,4.6183592,-74.1800449
Bosa,4.6182772,-74.1799828
Bosa,4.6179302,-74.1797235
Bosa,4.6177769,-74.1796029
Bosa,4.617648,-74.1794944
Bosa,4.6175096,-74.1793649
Bosa,4.6174179,-74.17927
Bosa,4.61733,-74.1791673
Bosa,4.6173017,-74.1791342
Bosa,4.6171392,-74.1788849
Bosa,4.6169526,-74.1786179
Bosa,4.6167761,-74.1783571
Bosa,4.6167119,-74.1782647
Bosa,4.6165766,-74.1780636
Bosa,4.6165199,-74.1779843
Bosa,4.6164726,-74.1779182
Bosa,4.6162392,-74.1775846
Bosa,4.616215,-74.1775525
Bosa,4.6161326,-74.1774371
Bosa,4.6160316,-74.1773056
Bosa,4.6159204,-74.1771721
Bosa,4.6158306,-74.1770689
Bosa,4.6157183,-74.1769574
Bosa,4.6155342,-74.1767876
Bosa,4.6154017,-74.1766654
Bosa,4.6156209,-74.1764495
Bosa,4.615734,-74.1763347
Bosa,4.6158683,-74.1762057
Bosa,4.6159289,-74.1761496
Bosa,4.6159894,-74.1761041
Bosa,4.616031,-74.1760822
Bosa,4.6160707,-74.1760718
Bosa,4.6161245,-74.176065
Bosa,4.616173,-74.1760554
Bosa,4.6162076,-74.1760449
Bosa,4.6162511,-74.176022
Bosa,4.6162863,-74.1760009
Bosa,4.6163165,-74.1759842
Bosa,4.6163373,-74.1759768
Bosa,4.6163828,-74.1759594
Bosa,4.6164304,-74.1759411
Bosa,4.616462,-74.1759288
Bosa,4.6164936,-74.1759096
Bosa,4.6165285,-74.1758824
Bosa,4.6165635,-74.1758435
Bosa,4.6166099,-74.1757876
Bosa,4.6166731,-74.1757032
Bosa,4.6168196,-74.1754976
Bosa,4.6169874,-74.1752622
Bosa,4.6171419,-74.1750454
Bosa,4.6171856,-74.1749977
Bosa,4.6173032,-74.1748692
Bosa,4.6173413,-74.1748276
Bosa,4.6174553,-74.1746935
Bosa,4.6175568,-74.1745691
Bosa,4.6176545,-74.1744493
Bosa,4.6177596,-74.1743119
Bosa,4.617837,-74.1742108
Bosa,4.6179507,-74.1740609
Bosa,4.6181471,-74.173802
Bosa,4.6181632,-74.1737807
Bosa,4.6182728,-74.1736362
Bosa,4.6184135,-74.1734288
Bosa,4.6184989,-74.1733031
Bosa,4.6185851,-74.1731856
Bosa,4.6186693,-74.1730763
Bosa,4.6188635,-74.1728475
Bosa,4.6189781,-74.172719
Bosa,4.619228,-74.172893
Bosa,4.6195433,-74.1731125
Bosa,4.619869,-74.1733392
Bosa,4.6201831,-74.1735578
Bosa,4.620252,-74.1734587
Bosa,4.6204955,-74.1736223
Bosa,4.6205168,-74.1735921
Bosa,4.6209699,-74.1739174
Bosa,4.6212203,-74.1740971
Bosa,4.6215383,-74.1743255
Bosa,4.6217064,-74.1744461
Bosa,4.6218497,-74.174549
Bosa,4.6220038,-74.1746596
Bosa,4.6221482,-74.1747633
Bosa,4.6219655,-74.1750528
Bosa,4.6219504,-74.1750768
Bosa,4.6228389,-74.1757278
Bosa,4.6232726,-74.1760362
Bosa,4.623299,-74.1760542
Bosa,4.6237446,-74.1763576
Bosa,4.6237665,-74.1763723
Bosa,4.6238124,-74.1764031
Bosa,4.624028,-74.1765478
Bosa,4.6240933,-74.1765954
Bosa,4.624163,-74.1766304
Bosa,4.6243423,-74.1766948
Bosa,4.6246026,-74.1767783
Bosa,4.6249445,-74.1768841
Bosa,4.6250591,-74.1769175
Bosa,4.6251767,-74.1769463
Bosa,4.625297,-74.1769698
Bosa,4.625436,-74.1769871
Bosa,4.6255856,-74.1770043
Bosa,4.6256699,-74.1770124
Bosa,4.625797,-74.1770263
Bosa,4.625946,-74.1770168
Bosa,4.6260225,-74.1770244
Bosa,4.6260976,-74.177031
Bosa,4.6265373,-74.1770724
Bosa,4.6266259,-74.1770806
Bosa,4.6272847,-74.1771507
Bosa,4.6275672,-74.1771814
Bosa,4.6279795,-74.1772262
Bosa,4.6282163,-74.1772574
Bosa,4.6284288,-74.1772783
Bosa,4.6285938,-74.1773051
Bosa,4.6287199,-74.177331
Bosa,4.6288642,-74.1773675
Bosa,4.6289482,-74.1773985
Bosa,4.6290342,-74.1774356
Bosa,4.6291853,-74.1775123
Bosa,4.6293334,-74.1775853
Bosa,4.6294818,-74.1776549
Bosa,4.6295281,-74.1776766
Bosa,4.6296009,-74.1777026
Bosa,4.6296565,-74.1777134
Bosa,4.6297074,-74.1777195
Bosa,4.6297823,-74.1777317
Bosa,4.629848,-74.177747
Bosa,4.6299244,-74.1777713
Bosa,4.6299694,-74.1777911
Bosa,4.6300188,-74.1778175
Bosa,4.6302668,-74.17794
Bosa,4.6304515,-74.1780257
Bosa,4.6304798,-74.1780391
Bosa,4.6307219,-74.1781549
Bosa,4.6308988,-74.1782361
Bosa,4.6311661,-74.17836
Bosa,4.6314095,-74.178473
Bosa,4.631673,-74.1785952
Bosa,4.6326727,-74.1790396
Bosa,4.6328125,-74.1791032
Bosa,4.6336595,-74.1794783
Bosa,4.6336836,-74.179489
Bosa,4.6340122,-74.1796356
Bosa,4.6342157,-74.1797264
Bosa,4.6344566,-74.1798339
Bosa,4.6345059,-74.1798564
Bosa,4.634542,-74.1798819
Bosa,4.6345551,-74.1798911
Bosa,4.6345973,-74.1799272
Bosa,4.6346942,-74.1799996
Bosa,4.6347462,-74.1800363
Bosa,4.6348086,-74.1800765
Bosa,4.6348709,-74.1801087
Bosa,4.6352527,-74.1802873
Bosa,4.6353625,-74.180339
Bosa,4.6355313,-74.1804186
Bosa,4.6359289,-74.1806085
Bosa,4.6359901,-74.1806377
Bosa,4.6360882,-74.1806846
Bosa,4.6361231,-74.1807
Bosa,4.6364039,-74.1808241
Bosa,4.6366694,-74.1809461
Bosa,4.6373514,-74.1812718
Bosa,4.6377751,-74.1814721
Bosa,4.6380111,-74.1815832
Bosa,4.6382592,-74.1817001
Bosa,4.6384357,-74.1817833
Bosa,4.6386117,-74.1818674
Bosa,4.6389185,-74.1820122
Bosa,4.639612,-74.1823395
Bosa,4.6404223,-74.182716
Bosa,4.6404822,-74.1827439
Bosa,4.6405186,-74.1827608
Bosa,4.641322,-74.183138
Bosa,4.6414471,-74.1831968
Bosa,4.6422766,-74.1835883
Bosa,4.6427131,-74.1837942
Bosa,4.6431479,-74.1840023
Bosa,4.6432741,-74.1840609
Bosa,4.6436873,-74.1842435
Bosa,4.6441569,-74.184459
Bosa,4.6447908,-74.1847555
Bosa,4.6450878,-74.1848961
Bosa,4.6451585,-74.1849296
Bosa,4.6454403,-74.1850634
Bosa,4.6456703,-74.185166
Bosa,4.6464189,-74.1855429
Bosa,4.6465236,-74.1855737
Bosa,4.6466405,-74.1855841
Bosa,4.6468782,-74.1855765
Bosa,4.6469518,-74.1856895
Bosa,4.6470699,-74.1857924
Bosa,4.6472069,-74.1858546
Bosa,4.6474449,-74.1858807
Bosa,4.647683,-74.185862
Bosa,4.6502489,-74.1844296
Bosa,4.6518082,-74.1837358
Bosa,4.6521622,-74.1836322
Bosa,4.6525255,-74.1836687
Bosa,4.6527065,-74.1837993
Bosa,4.652831,-74.1840007
Bosa,4.6528046,-74.1842871
Bosa,4.6526088,-74.1846302
Bosa,4.6523152,-74.1850072
Bosa,4.6518241,-74.1854975
Bosa,4.6515191,-74.1861383
Bosa,4.6515306,-74.1867043
Bosa,4.6517204,-74.1872866
Bosa,4.6529203,-74.1890573
Bosa,4.6548023,-74.191718
Bosa,4.6549747,-74.192064
Bosa,4.6551472,-74.1925066
Bosa,4.6551966,-74.1929545
Bosa,4.6551926,-74.1933059
Bosa,4.6550991,-74.1938638
Bosa,4.6548932,-74.1943037
Bosa,4.6544602,-74.1946363
Bosa,4.6533073,-74.1949741
Bosa,4.6522268,-74.1954015
Bosa,4.6514606,-74.1958916
Bosa,4.6500117,-74.1976403
Bosa,4.6487788,-74.2006482
Bosa,4.6481296,-74.2014169
Bosa,4.6467519,-74.2027133
Bosa,4.6456209,-74.2032093
Bosa,4.6453223,-74.2029568
Bosa,4.6450689,-74.2019107
Bosa,4.6447522,-74.2007654
Bosa,4.644451,-74.2006444
Bosa,4.6440283,-74.2007654
Bosa,4.6438522,-74.2012452
Bosa,4.6438111,-74.2016312
Bosa,4.6452542,-74.2037038
Bosa,4.6466981,-74.2058392
Bosa,4.6467888,-74.2063966
Bosa,4.6464809,-74.2069065
Bosa,4.6458919,-74.2071851
Bosa,4.6433581,-74.2056394
Bosa,4.6423708,-74.2053741
Bosa,4.6411774,-74.2061698
Bosa,4.6408067,-74.2069464
Bosa,4.6405507,-74.207787
Bosa,4.6407342,-74.2111491
Bosa,4.6406472,-74.212025
Bosa,4.6404396,-74.2126411
Bosa,4.6404021,-74.2135838
Bosa,4.6408805,-74.2144011
Bosa,4.6412885,-74.2144799
Bosa,4.6426106,-74.2144427
Bosa,4.6435172,-74.2147162
Bosa,4.64404,-74.2151671
Bosa,4.6444458,-74.2155489
Bosa,4.6448095,-74.2160354
Bosa,4.6448868,-74.216504
Bosa,4.644716,-74.2194156
Bosa,4.6445793,-74.2212034
Bosa,4.6436811,-74.2215013
Bosa,4.6424266,-74.2208118
Bosa,4.6412819,-74.2188877
Bosa,4.6405302,-74.2166402
Bosa,4.6395747,-74.2155789
Bosa,4.6381465,-74.2150747
Bosa,4.6375521,-74.2148648
Bosa,4.6365285,-74.2151652
Bosa,4.635957,-74.2161228
Bosa,4.6358251,-74.2170929
Bosa,4.6353793,-74.2175936
Bosa,4.6346508,-74.21775
Bosa,4.6342609,-74.2175317
Bosa,4.6320612,-74.216265
Bosa,4.6316133,-74.2160349
Bosa,4.6311655,-74.2159163
Bosa,4.6306569,-74.2159326
Bosa,4.6301607,-74.2160852
Bosa,4.6298509,-74.2163613
Bosa,4.6296646,-74.2167737
Bosa,4.6295085,-74.217262
Bosa,4.6294636,-74.2177751
Bosa,4.6302158,-74.2200754
Bosa,4.6303991,-74.2211435
Bosa,4.6301874,-74.2216942
Bosa,4.6294672,-74.2226379
Bosa,4.6292412,-74.2225524
Bosa,4.6290546,-74.2224449
Bosa,4.628817,-74.2223947
Bosa,4.6283862,-74.2223574
Bosa,4.6282465,-74.2223685
Bosa,4.6280985,-74.2224123
Bosa,4.6273447,-74.2228046
Bosa,4.6264966,-74.2233717
Bosa,4.6258843,-74.223539
Bosa,4.6255475,-74.2235669
Kennedy,4.6466405,-74.1855841
Kennedy,4.6465236,-74.1855737
Kennedy,4.6464189,-74.1855429
Kennedy,4.6456703,-74.185166
Kennedy,4.6454403,-74.1850634
Kennedy,4.6451585,-74.1849296
Kennedy,4.6450878,-74.1848961
Kennedy,4.6447908,-74.1847555
Kennedy,4.6441569,-74.184459
Kennedy,4.6436873,-74.1842435
Kennedy,4.6432741,-74.1840609
Kennedy,4.6431479,-74.1840023
Kennedy,4.6427131,-74.1837942
Kennedy,4.6422766,-74.1835883
Kennedy,4.6414471,-74.1831968
Kennedy,4.641322,-74.183138
Kennedy,4.6405186,-74.1827608
Kennedy,4.6404822,-74.1827439
Kennedy,4.6404223,-74.182716
Kennedy,4.639612,-74.1823395
Kennedy,4.6389185,-74.1820122
Kennedy,4.6386117,-74.1818674
Kennedy,4.6384357,-74.1817833
Kennedy,4.6382592,-74.1817001
Kennedy,4.6380111,-74.1815832
Kennedy,4.6377751,-74.1814721
Kennedy,4.6373514,-74.1812718
Kennedy,4.6366694,-74.1809461
Kennedy,4.6364039,-74.1808241
Kennedy,4.6361231,-74.1807
Kennedy,4.6360882,-74.1806846
Kennedy,4.6359901,-74.1806377
Kennedy,4.6359289,-74.1806085
Kennedy,4.6355313,-74.1804186
Kennedy,4.6353625,-74.180339
Kennedy,4.6352527,-74.1802873
Kennedy,4.6348709,-74.1801087
Kennedy,4.6348086,-74.1800765
Kennedy,4.6347462,-74.1800363
Kennedy,4.6346942,-74.1799996
Kennedy,4.6345973,-74.1799272
Kennedy,4.6345551,-74.1798911
Kennedy,4.634542,-74.1798819
Kennedy,4.6345059,-74.1798564
Kennedy,4.6344566,-74.1798339
Kennedy,4.6342157,-74.1797264
Kennedy,4.6340122,-74.1796356
Kennedy,4.6336836,-74.179489
Kennedy,4.6336595,-74.1794783
Kennedy,4.6328125,-74.1791032
Kennedy,4.6326727,-74.1790396
Kennedy,4.631673,-74.1785952
Kennedy,4.6314095,-74.178473
Kennedy,4.6311661,-74.17836
Kennedy,4.6308988,-74.1782361
Kennedy,4.6307219,-74.1781549
Kennedy,4.6304798,-74.1780391
Kennedy,4.6304515,-74.1780257
Kennedy,4.6302668,-74.17794
Kennedy,4.6300188,-74.1778175
Kennedy,4.6299694,-74.1777911
Kennedy,4.6299244,-74.1777713
Kennedy,4.629848,-74.177747
Kennedy,4.6297823,-74.1777317
Kennedy,4.6297074,-74.1777195
Kennedy,4.6296565,-74.1777134
Kennedy,4.6296009,-74.1777026
Kennedy,4.6295281,-74.1776766
Kennedy,4.6294818,-74.1776549
Kennedy,4.6293334,-74.1775853
Kennedy,4.6291853,-74.1775123
Kennedy,4.6290342,-74.1774356
Kennedy,4.6289482,-74.1773985
Kennedy,4.6288642,-74.1773675
Kennedy,4.6287199,-74.177331
Kennedy,4.6285938,-74.1773051
Kennedy,4.6284288,-74.1772783
Kennedy,4.6282163,-74.1772574
Kennedy,4.6279795,-74.1772262
Kennedy,4.6275672,-74.1771814
Kennedy,4.6272847,-74.1771507
Kennedy,4.6266259,-74.1770806
Kennedy,4.6265373,-74.1770724
Kennedy,4.6260976,-74.177031
Kennedy,4.6260225,-74.1770244
Kennedy,4.625946,-74.1770168
Kennedy,4.625797,-74.1770263
Kennedy,4.6256699,-74.1770124
Kennedy,4.6255856,-74.1770043
Kennedy,4.625436,-74.1769871
Kennedy,4.625297,-74.1769698
Kennedy,4.6251767,-74.1769463
Kennedy,4.6250591,-74.1769175
Kennedy,4.6249445,-74.1768841
Kennedy,4.6246026,-74.1767783
Kennedy,4.6243423,-74.1766948
Kennedy,4.624163,-74.1766304
Kennedy,4.6240933,-74.1765954
Kennedy,4.624028,-74.1765478
Kennedy,4.6238124,-74.1764031
Kennedy,4.6237665,-74.1763723
Kennedy,4.6237446,-74.1763576
Kennedy,4.623299,-74.1760542
Kennedy,4.6232726,-74.1760362
Kennedy,4.6228389,-74.1757278
Kennedy,4.6219504,-74.1750768
Kennedy,4.6219655,-74.1750528
Kennedy,4.6221482,-74.1747633
Kennedy,4.6220038,-74.1746596
Kennedy,4.6218497,-74.174549
Kennedy,4.6217064,-74.1744461
Kennedy,4.6215383,-74.1743255
Kennedy,4.6212203,-74.1740971
Kennedy,4.6209699,-74.1739174
Kennedy,4.6205168,-74.1735921
Kennedy,4.6204955,-74.1736223
Kennedy,4.620252,-74.1734587
Kennedy,4.6201831,-74.1735578
Kennedy,4.619869,-74.1733392
Kennedy,4.6195433,-74.1731125
Kennedy,4.619228,-74.172893
Kennedy,4.6189781,-74.172719
Kennedy,4.6188635,-74.1728475
Kennedy,4.6186693,-74.1730763
Kennedy,4.6185851,-74.1731856
Kennedy,4.6184989,-74.1733031
Kennedy,4.6184135,-74.1734288
Kennedy,4.6182728,-74.1736362
Kennedy,4.6181632,-74.1737807
Kennedy,4.6181471,-74.173802
Kennedy,4.6179507,-74.1740609
Kennedy,4.617837,-74.1742108
Kennedy,4.6177596,-74.1743119
Kennedy,4.6176545,-74.1744493
Kennedy,4.6175568,-74.1745691
Kennedy,4.6174553,-74.1746935
Kennedy,4.6173413,-74.1748276
Kennedy,4.6173032,-74.1748692
Kennedy,4.6171856,-74.1749977
Kennedy,4.6171419,-74.1750454
Kennedy,4.6169874,-74.1752622
Kennedy,4.6168196,-74.1754976
Kennedy,4.6166731,-74.1757032
Kennedy,4.6166099,-74.1757876
Kennedy,4.6165635,-74.1758435
Kennedy,4.6165285,-74.1758824
Kennedy,4.6164936,-74.1759096
Kennedy,4.616462,-74.1759288
Kennedy,4.6164304,-74.1759411
Kennedy,4.6163828,-74.1759594
Kennedy,4.6163373,-74.1759768
Kennedy,4.6163165,-74.1759842
Kennedy,4.6162863,-74.1760009
Kennedy,4.6162511,-74.176022
Kennedy,4.6162076,-74.1760449
Kennedy,4.616173,-74.1760554
Kennedy,4.6161245,-74.176065
Kennedy,4.6160707,-74.1760718
Kennedy,4.616031,-74.1760822
Kennedy,4.6159894,-74.1761041
Kennedy,4.6159289,-74.1761496
Kennedy,4.6158683,-74.1762057
Kennedy,4.615734,-74.1763347
Kennedy,4.6156209,-74.1764495
Kennedy,4.6154017,-74.1766654
Kennedy,4.6155342,-74.1767876
Kennedy,4.6157183,-74.1769574
Kennedy,4.6158306,-74.1770689
Kennedy,4.6159204,-74.1771721
Kennedy,4.6160316,-74.1773056
Kennedy,4.6161326,-74.1774371
Kennedy,4.616215,-74.1775525
Kennedy,4.6162392,-74.1775846
Kennedy,4.6164726,-74.1779182
Kennedy,4.6165199,-74.1779843
Kennedy,4.6165766,-74.1780636
Kennedy,4.6167119,-74.1782647
Kennedy,4.6167761,-74.1783571
Kennedy,4.6169526,-74.1786179
Kennedy,4.6171392,-74.1788849
Kennedy,4.6173017,-74.1791342
Kennedy,4.61733,-74.1791673
Kennedy,4.6174179,-74.17927
Kennedy,4.6175096,-74.1793649
Kennedy,4.617648,-74.1794944
Kennedy,4.6177769,-74.1796029
Kennedy,4.6179302,-74.1797235
Kennedy,4.6182772,-74.1799828
Kennedy,4.6183592,-74.1800449
Kennedy,4.6184771,-74.1801341
Kennedy,4.6185791,-74.1802133
Kennedy,4.618681,-74.1803022
Kennedy,4.6187444,-74.1803591
Kennedy,4.6188009,-74.1804101
Kennedy,4.6188606,-74.1804788
Kennedy,4.6188991,-74.1805421
Kennedy,4.6189274,-74.1806025
Kennedy,4.6189461,-74.1806608
Kennedy,4.6189985,-74.1808588
Kennedy,4.6190332,-74.1809955
Kennedy,4.6190551,-74.1811377
Kennedy,4.6190562,-74.1812115
Kennedy,4.6190546,-74.1812799
Kennedy,4.6190407,-74.1814151
Kennedy,4.6190141,-74.1815371
Kennedy,4.6190091,-74.1815598
Kennedy,4.6189263,-74.1818871
Kennedy,4.6189071,-74.1819857
Kennedy,4.6188915,-74.1820657
Kennedy,4.6188697,-74.1821683
Kennedy,4.6188523,-74.1822502
Kennedy,4.6188488,-74.1822669
Kennedy,4.6188274,-74.1824118
Kennedy,4.6188205,-74.1825271
Kennedy,4.6188256,-74.1826014
Kennedy,4.6188362,-74.1826522
Kennedy,4.6188407,-74.1826739
Kennedy,4.6188759,-74.1828017
Kennedy,4.6189106,-74.1828983
Kennedy,4.6189477,-74.1829804
Kennedy,4.6190051,-74.1830937
Kennedy,4.6190516,-74.1831734
Kennedy,4.6190626,-74.1831923
Kennedy,4.6191241,-74.1832764
Kennedy,4.6191856,-74.1833532
Kennedy,4.6192671,-74.1834401
Kennedy,4.6193227,-74.18349
Kennedy,4.6192122,-74.1836548
Kennedy,4.6191519,-74.1837536
Kennedy,4.6190808,-74.1838919
Kennedy,4.6190197,-74.1840713
Kennedy,4.6189883,-74.1841901
Kennedy,4.6189568,-74.1843217
Kennedy,4.6188655,-74.184826
Kennedy,4.6187954,-74.1852295
Kennedy,4.618735,-74.1852224
Kennedy,4.6183605,-74.1851986
Kennedy,4.6177321,-74.1851556
Kennedy,4.6173787,-74.1851315
Kennedy,4.6171072,-74.1851111
Kennedy,4.6167334,-74.1850829
Kennedy,4.6166011,-74.1850721
Kennedy,4.6159975,-74.1845858
Kennedy,4.6158593,-74.1844696
Kennedy,4.6158833,-74.1843322
Kennedy,4.6158957,-74.1841102
Kennedy,4.6158813,-74.1838935
Kennedy,4.6158402,-74.1837171
Kennedy,4.6157884,-74.1835648
Kennedy,4.6156702,-74.1833336
Kennedy,4.6155493,-74.1831533
Kennedy,4.6152867,-74.182828
Kennedy,4.6152228,-74.1826752
Kennedy,4.6152023,-74.1825545
Kennedy,4.615171,-74.182423
Kennedy,4.6150772,-74.1822649
Kennedy,4.6149512,-74.1821446
Kennedy,4.6147656,-74.1820554
Kennedy,4.614482,-74.1819946
Kennedy,4.6142808,-74.1818853
Kennedy,4.6141299,-74.1817326
Kennedy,4.6139059,-74.181545
Kennedy,4.613798,-74.1814707
Kennedy,4.6136902,-74.1814232
Kennedy,4.6135318,-74.1813662
Kennedy,4.6133708,-74.1813496
Kennedy,4.6131965,-74.1813277
Kennedy,4.6130691,-74.1812777
Kennedy,4.6129712,-74.1811833
Kennedy,4.6128974,-74.1810674
Kennedy,4.6127671,-74.1807659
Kennedy,4.6126261,-74.1805233
